order_item_id,order_id,order_date,order_status,item_status,user_id,country,city,product_id,product_name,category,brand,sale_price
49288,33843,2025-01-26,Processing,Processing,26999,United States,Goldenrod,19793,J.C. Rags Men's Navajo Cardigan,Sweaters,J.C. Rags,239.0
101929,70042,2025-01-26,Returned,Returned,55978,China,Xuancheng,28624,Columbia Men's M Silver Ii Ridge Ball Cap,Accessories,Columbia,19.989999771118164
107459,73804,2025-01-26,Shipped,Shipped,58941,China,Jinan,815,US Polo Assn. Juniors Solid V-Neck Sweater,Sweaters,U.S. Polo Assn.,28.989999771118164
21071,14468,2025-01-26,Complete,Complete,11642,Germany,Remseck am Neckar,26266,N2N Net Bikini White,Underwear,N2N,24.0
163581,112401,2025-01-26,Shipped,Shipped,90030,China,Handan,4137,Allegra K Ladies Padded Bust Strapless Stretchy Romper Jumpsuit Black XS,Jumpsuits & Rompers,Allegra K,10.989999771118164
71500,49146,2025-01-26,Returned,Returned,39235,Brasil,Jaguaquara,25496,Indera - Mens Thermal Long John Top810LS Black 23478,Underwear,INDERA THERMALS,13.8100004196167
101289,69604,2025-01-26,Complete,Complete,55642,United States,New York,18183,Icebreaker Men's Oasis Crewe Bodyfit 200,Active,Icebreaker,109.98999786376952
101290,69604,2025-01-26,Complete,Complete,55642,United States,New York,24679,SmartWool PhD Ski Racer Sock,Socks,SmartWool,20.950000762939453
178560,122732,2025-01-26,Shipped,Shipped,98212,Spain,Parla,19861,Economy Vest for Men,Suits & Sport Coats,Edwards Garment,39.950000762939446
178561,122732,2025-01-26,Shipped,Shipped,98212,Spain,Parla,27101,Harbor Bay Big & Tall Solid Woven Pant,Sleep & Lounge,Harbor Bay,32.0
84505,58080,2025-01-26,Cancelled,Cancelled,46343,China,Shenzhen,909,Christopher Fischer Women's 100% Cashmere Turtleneck Sweater,Sweaters,Christopher Fischer,102.5
146695,100740,2025-01-26,Cancelled,Cancelled,80633,United States,Blythe,18046,Nike Dri-Fit Elite Basketball Socks,Active,Nike,27.299999237060547
140999,96789,2025-01-26,Shipped,Shipped,77419,Australia,Central Coast,27283,Hanro Men's Camden Long Sleeve Crew Neck Pajama Gift Set,Sleep & Lounge,Hanro,132.30000305175781
112237,77091,2025-01-26,Processing,Processing,61604,China,Chengdu,22735,Geoffrey Beene Men's Cargo Extender Short,Shorts,Geoffrey Beene,25.0
110702,76038,2025-01-26,Shipped,Shipped,60759,Brasil,Piripiri,8915,Hue Women's Super Opaque Sheer To Waist Tight,Socks & Hosiery,HUE,13.5
1417,948,2025-01-26,Complete,Complete,756,China,Harbin,17315,Blue Marlin Men's Italia Fleece Hoodie,Fashion Hoodies & Sweatshirts,Blue Marlin,44.650001525878906
123139,84529,2025-01-26,Cancelled,Cancelled,67574,Brasil,Goiânia,17817,DC Men's Gabe Fleece Jacket,Fashion Hoodies & Sweatshirts,DC,89.949996948242173
45470,31230,2025-01-26,Cancelled,Cancelled,24904,Spain,Mairena del Alcor,28172,Throwdown Caged Men's Board Shorts Fight Swim Eagle,Swim,Throwdown,59.0
51291,35205,2025-01-26,Processing,Processing,28113,United States,Edison,23145,Oneill Men's Contact Walk Shorts,Shorts,O'Neill,29.989999771118164
127441,87509,2025-01-26,Shipped,Shipped,69914,United States,Clinton,23473,Fox Men's Slambozo Novelty Short,Shorts,Fox,64.5
105656,72578,2025-01-26,Cancelled,Cancelled,57960,Spain,Badajoz,12542,Totally Backless & Strapless Bra W/adhesive Clear Wing,Intimates,Fullness,21.75
125001,85825,2025-01-26,Cancelled,Cancelled,68555,China,Lan'Zhou,3859,American Apparel Stretch Floral Lace Long Sleeve Mini Dress,Dresses,American Apparel,55.0
111487,76584,2025-01-27,Complete,Complete,61189,Brasil,Toritama,7,Lucky Brand Women's Riad Tee,Tops & Tees,Lucky Brand,39.5
161117,110713,2025-01-27,Shipped,Shipped,88703,China,Hami,20946,Wesc Eddy Jeans - Hf Rinse,Jeans,WESC,99.949996948242173
39298,26949,2025-01-27,Complete,Complete,21507,China,Baoding,1149,DKNYC Women's Open Front Sequin Shrug,Sweaters,DKNYC,109.0
39299,26949,2025-01-27,Complete,Complete,21507,China,Baoding,6259,alo Women's Mesh Inset Capri,Leggings,alo Sport,52.950000762939446
70753,48613,2025-01-27,Cancelled,Cancelled,38798,South Korea,Mokpo City,26634,Briefly Stated Men's AB Drop Birds Not Bombs Boxer,Sleep & Lounge,Briefly Stated,9.0
58397,40067,2025-01-27,Processing,Processing,31974,China,NanNing,26529,Bathrobes Online Mens and Womens Double Sided 100% Turkish Terry Cotton Shawl Collar Bathrobe,Sleep & Lounge,Bathrobes Online,69.949996948242188
157275,108003,2025-01-27,Complete,Complete,86492,China,Wenzhou,15715,Chaos Women's Wow Quilted Trapper Hat with Faux Fur Lining,Plus,Chaos,27.959999084472656
151818,104259,2025-01-27,Shipped,Shipped,83445,Germany,Jena,22329,Dockers Men's Limited Offer Pleated All the Time Khaki Straight Fit Pant,Pants,Dockers,49.9900016784668
55647,38212,2025-01-27,Shipped,Shipped,30512,United States,Marysville,15993,Kenneth Cole Men's Double Layered V-Neck Knit,Tops & Tees,Kenneth Cole,49.5
55648,38212,2025-01-27,Shipped,Shipped,30512,United States,Marysville,21681,Dockers  Men's Comfort Khaki D4 Relaxed Fit Flat Front Pant,Pants,Dockers,36.9900016784668
8184,5566,2025-01-27,Complete,Complete,4468,United Kingdom,Royal Tunbridge Wells,25591,Diesel Men's Umbx-Kory Boxer,Underwear,Diesel,35.0
8185,5566,2025-01-27,Complete,Complete,4468,United Kingdom,Royal Tunbridge Wells,23498,Quiksilver Men's Soft Pack Stretch Jean Shorts Gray 104101-GRY,Shorts,Quiksilver,37.970001220703125
8186,5566,2025-01-27,Complete,Complete,4468,United Kingdom,Royal Tunbridge Wells,19347,Kenneth Cole Block Out Sweater,Sweaters,Kenneth Cole REACTION,39.9900016784668
121479,83395,2025-01-27,Processing,Processing,66645,United States,Fairmont,1411,Billabong Womens Hermosa Sweater,Sweaters,Billabong,59.5
121480,83395,2025-01-27,Processing,Processing,66645,United States,Fairmont,1420,Sutton Studio Womens Wave No Close Front Long Cardigan,Sweaters,Sutton Studio,99.989997863769517
101831,69971,2025-01-27,Processing,Processing,55916,Belgium,Knokke-Heist,13542,Hello Kitty Women's Zebra Triangle Halter With Bikini Bottom,Swim,Hello Kitty,32.0
150647,103437,2025-01-27,Shipped,Shipped,82805,China,Beijing,5892,Allegra K Women Black Elastic Waist Zebra Prints Sexy Skinny Tight Cropped Leggings XS,Leggings,Allegra K,6.9800000190734863
107840,74070,2025-01-27,Processing,Processing,59166,China,Tianjin,18298,Icebreaker Men's Tech T Lite Long Sleeve Shirt,Active,Icebreaker,80.0
85817,59001,2025-01-27,Cancelled,Cancelled,47120,United States,New York,10190,The Cat's Pajamas White Sushi Women's Cotton Pajama Pant,Sleep & Lounge,The Cat's Pajamas,46.0
113772,78132,2025-01-27,Complete,Complete,62456,Brasil,null,10912,Plus Size Elance Bikini - 3 Pack,Intimates,Jockey,22.5
150672,103455,2025-01-27,Complete,Complete,82822,Brasil,Divinópolis,24102,Barbour Bedale Jacket / Bedale Jacket,Outerwear & Coats,Barbour,379.0
6674,4525,2025-01-27,Shipped,Shipped,3642,China,Shenzhen,22904,Toddland Men's Greatest In The Universe Slim Fit Short,Shorts,Toddland,48.0
81354,55905,2025-01-27,Returned,Returned,44595,China,Jiaxing,1002,Chaus Women's Solid Boat Neck Sweater,Sweaters,Chaus,69.0
3066,2110,2025-01-27,Shipped,Shipped,1663,China,Wuhan,465,Jax Bike Banner - Sons Of Anarchy Sheer Women's T-shirt,Tops & Tees,Sons Of Anarchy,22.989999771118164
125358,86077,2025-01-27,Processing,Processing,68747,United States,Kalaoa,2765,Duofold Women's Midweight Ankle Length Bottom,Active,Duofold,36.880001068115234
125359,86077,2025-01-27,Processing,Processing,68747,United States,Kalaoa,9325,Betsey Johnson Women's Solid Opaque Microfiber Tight,Socks & Hosiery,Betsey Johnson,25.0
179917,123661,2025-01-27,Cancelled,Cancelled,98918,France,Paris,27028,HUGO BOSS Men's Woven Pant,Sleep & Lounge,HUGO BOSS,41.299999237060554
155477,106752,2025-01-27,Complete,Complete,85453,United States,Fountain Valley,3460,Allegra K Women Deep U Neck Sleeveless Bare Back Coattails Dress Black White XS,Dresses,Allegra K,10.890000343322754
155478,106752,2025-01-27,Complete,Complete,85453,United States,Fountain Valley,693,American Apparel Unisex Poly-Cotton 3/4 Sleeve Raglan Shirt,Tops & Tees,American Apparel,26.0
155479,106752,2025-01-27,Complete,Complete,85453,United States,Fountain Valley,2264,District Threads DT292 - Juniors Marled Full-Zip Hoodie,Fashion Hoodies & Sweatshirts,District Threads,35.029998779296875
73258,50346,2025-01-27,Shipped,Shipped,40203,United States,Oxford,16829,Bravado Men's Slipknot Splatter Men's T-Shirt,Tops & Tees,Bravado,23.989999771118164
117099,80399,2025-01-27,Shipped,Shipped,64267,South Korea,Incheon Metropolitan City,1126,Women's long sleeve casual draped Cowl Tunic sweater,Sweaters,High Style,29.989999771118164
117100,80399,2025-01-27,Shipped,Shipped,64267,South Korea,Incheon Metropolitan City,4449,Not Your Daughter's Jeans women's Twiggy Skinny Jean In Premium Light Weight Denim,Jeans,Not Your Daughter's Jeans,104.0
166665,114522,2025-01-27,Complete,Complete,91724,United States,Santa Cruz,13711,Cable Knit Winter Ski Beret Knit Tam Skull Hat Black,Accessories,Knit Caps,14.949999809265137
52048,35723,2025-01-27,Complete,Complete,28535,France,Villepinte,7301,Karen Kane Women's Plus-Size Knit Pencil Skirt,Skirts,Karen Kane,23.729999542236328
52049,35723,2025-01-27,Complete,Complete,28535,France,Villepinte,14852,Motherhood Maternity: Short Sleeve Pull Down Stretch Fabric Nursing Top,Maternity,Motherhood Maternity,24.979999542236328
148478,101963,2025-01-27,Processing,Processing,81631,China,Mianyang,26946,Michael Kors Woven Sleep Short (09M0254),Sleep & Lounge,Michael Kors,22.0
17739,12140,2025-01-27,Returned,Returned,9774,United Kingdom,Birmingham,13893,Pure Cashmere Men and Women Solid Scarf,Accessories,Cashmere HS,47.9900016784668
17740,12140,2025-01-27,Returned,Returned,9774,United Kingdom,Birmingham,15599,Bali Women's Downtime Cottony Wire-free Bra   #3375,Plus,Bali,36.0
156807,107689,2025-01-27,Complete,Complete,86256,China,Zhangzhou,3532,NoeMie Women Cotton lace panel Dress,Dresses,NoeMie,69.989997863769531
33209,22782,2025-01-27,Shipped,Shipped,18224,United States,Mission Viejo,5005,!iT Jeans Women's Skinny Micro Printed Corduroy,Jeans,!it Jeans,55.860000610351562
67726,46533,2025-01-27,Processing,Processing,37140,United States,La Porte,15703,Woman Within Plus Size Top sweatshirt in soft colorful thermal knit,Plus,Woman Within,24.989999771118164
162545,111700,2025-01-27,Shipped,Shipped,89464,China,Chengdu,26694,Family Guy Men's Stewie Born To Be Bad Fleece Sleep Pants,Sleep & Lounge,Family Guy,26.0
151633,104132,2025-01-27,Shipped,Shipped,83346,Brasil,Cabedelo,26842,Calvin Klein Men's Bold V-neck Pajama,Sleep & Lounge,Calvin Klein,40.0
151634,104132,2025-01-27,Shipped,Shipped,83346,Brasil,Cabedelo,20408,Men's Single Breasted 3 Button Wool Blend Black Pinstripe Dress Suit,Suits & Sport Coats,Abini,79.949996948242173
85217,58585,2025-01-27,Shipped,Shipped,46760,China,Guilin,16467,Volcom Men's Block Long Sleeve Thermal,Tops & Tees,Volcom,43.0
47445,32587,2025-01-27,Shipped,Shipped,25989,South Korea,Seongnam City,27925,Quiksilver Waterman Men's Petrofish Volley Trunk,Swim,Quiksilver,49.5
86339,59351,2025-01-27,Complete,Complete,47406,United Kingdom,Nottingham,24419,RVCA Men's Puffer Alcatraz,Outerwear & Coats,RVCA,86.0
112971,77581,2025-01-27,Shipped,Shipped,62032,United States,Newark,17225,Allegra K Men Long Sleeve Fleece Lined Hooded Zip up Sweatshirt Coffee S,Fashion Hoodies & Sweatshirts,Allegra K,18.809999465942383
78305,53818,2025-01-27,Shipped,Shipped,42983,China,Wuxi,18533,KingSize Big & Tall Fleece Sweatpants with Open-Bottom,Active,KingSize,49.939998626708977
180893,124347,2025-01-27,Shipped,Shipped,99487,Brasil,Mocajuba,10693,Leading Lady Plus Size Seamless Wirefree Bra,Intimates,Leading Lady,43.090000152587891
78824,54169,2025-01-27,Processing,Processing,43255,South Korea,Seoul,8295,Tommy Hilfiger Women's Down-Filled Jacket,Outerwear & Coats,Tommy Hilfiger,117.5
65057,44670,2025-01-27,Cancelled,Cancelled,35660,China,Xiamen,26423,American Apparel Organic Baby Rib Boxer Brief,Underwear,American Apparel,14.0
165975,114043,2025-01-27,Cancelled,Cancelled,91362,Germany,Berlin,22138,LCW Cargo Mens Cotton Chinos Dress Pant,Pants,LCW Men's,17.989999771118164
33946,23293,2025-01-27,Complete,Complete,18622,China,Wuhan,16794,Polo Ralph Lauren Classic-Fit Tattersall Oxford,Tops & Tees,Polo Ralph Lauren,75.0
33947,23293,2025-01-27,Complete,Complete,18622,China,Wuhan,28218,Reyn Spooner Men's Wa I'a Swim Trunk,Swim,Reyn Spooner,75.0
136451,93660,2025-01-27,Shipped,Shipped,74856,United States,Conyers,18350,UnderArmour Men's Grometric Performance Crew Socks,Active,Under Armour,12.979999542236328
63532,43621,2025-01-27,Processing,Processing,34810,China,Shanwei,6172,Seamless Fashion Leggings - Turquoise,Leggings,Yelete,12.989999771118164
119131,81807,2025-01-27,Complete,Complete,65361,China,Shanghai,6859,DL1961 Women's Stella Short,Shorts,DL1961,73.5
69548,47763,2025-01-27,Shipped,Shipped,38125,United States,Joliet,14824,Allegra K Motherhood Pregnancy Slant Pockets Front Hip Pokcets Solid Color Casaul Jeans Black M,Maternity,Allegra K,17.200000762939453
69549,47763,2025-01-27,Shipped,Shipped,38125,United States,Joliet,7946,Plus Size London Twin Set,Blazers & Jackets,Alex Evenings,140.0
42900,29478,2025-01-27,Complete,Complete,23497,United States,Monroe,13349,Womens Sexy Original Crochet One Piece Monokini Swimsuit,Swim,Beauty and the Beach Blue Label,39.9900016784668
79394,54568,2025-01-27,Returned,Returned,43575,China,Tianjin,16159,Woolrich Men's Oxbow Bend Flannel Shirt,Tops & Tees,Woolrich,65.0
86072,59170,2025-01-27,Processing,Processing,47257,China,Shenzhen,15416,Gold Toe Women's Microfiber Trouser 3 Pack,Plus,Gold Toe,15.0
86073,59170,2025-01-27,Processing,Processing,47257,China,Shenzhen,12962,Speedo Women's Endurance Quick Splice Ultraback Tankini Top,Swim,Speedo,41.560001373291016
178519,122702,2025-01-27,Shipped,Shipped,98194,United Kingdom,Beeston,15055,Aubrey Dress - nursing/maternity -S-XL,Maternity,Annee Matthew,109.0
74250,51042,2025-01-27,Complete,Complete,40769,Brasil,Ipu,15112,Allegra K S Pale Green Cable Knitted Single Breasted Sweater for Lady,Maternity,Allegra K,19.670000076293945
4237,2875,2025-01-27,Returned,Returned,2299,China,Baoding,26028,Tommy Bahama Men's Maui Tropical Boxer Brief,Underwear,Tommy Bahama,22.0
4238,2875,2025-01-27,Returned,Returned,2299,China,Baoding,16983,Christmas Oh Snap T-Shirt,Tops & Tees,Christmas Vacation Collectibles,15.989999771118164
33917,23275,2025-01-27,Shipped,Shipped,18609,Brasil,Duque de Caxias,12133,Safari Dot Sleep Chemise,Intimates,Jockey,36.0
114828,78851,2025-01-27,Cancelled,Cancelled,63029,United States,Hallandale Beach,18964,Allegra K Men Fashion Long Sleeve Button Closure Decorative Pockets Cardigan Dark Gray S,Sweaters,Allegra K,16.569999694824219
62087,42609,2025-01-27,Shipped,Shipped,34036,China,Zunyi,21636,Diesel Jean Viker RKZ8,Jeans,Diesel,187.6000061035156
76186,52355,2025-01-27,Returned,Returned,41823,United States,Boston,23102,Polo Ralph Lauren Men's Walk Golf Shorts Red,Shorts,Polo Ralph Lauren,69.9800033569336
161827,111207,2025-01-27,Returned,Returned,89082,Japan,Tokyo,22321,Camouflage Pants City Camo Vintage Paratrooper Fatigues,Pants,ANS,35.0
139061,95458,2025-01-27,Processing,Processing,76362,United States,Kentwood,11501,Gemsli Blend Nylon Full Slip with Novelty Lace Cling Free # FK402,Intimates,Gemsli,32.0
139062,95458,2025-01-27,Processing,Processing,76362,United States,Kentwood,2874,Womens Jackie Hike Long Sleeve Crusher Tee,Active,Life Is Good,37.799999237060554
139063,95458,2025-01-27,Processing,Processing,76362,United States,Kentwood,9053,Anne Klein Women's 2 Pack Stars Slipper Socks,Socks & Hosiery,Anne Klein,9.9899997711181641
90865,62462,2025-01-27,Complete,Complete,49873,China,Taizhou,9232,Colorful Polka Dots Assorted 6 Pair Pack Of Ladies Anklet Socks,Socks & Hosiery,Luxury Divas,13.989999771118164
65520,44984,2025-01-27,Cancelled,Cancelled,35911,Spain,Tomelloso,17369,Mountain Dew Spackle Throwback Pullover Hoodie - Green,Fashion Hoodies & Sweatshirts,Football Fanatics,53.950000762939446
63771,43783,2025-01-28,Cancelled,Cancelled,34949,Spain,Valencia,5675,Allegra K Women Drawstring Waist Formfitting Trousers Light Gray M,Pants & Capris,Allegra K,12.270000457763672
46976,32257,2025-01-28,Processing,Processing,25714,United States,Menlo Park,6810,Joie Women's Layana Terry Short,Shorts,Joie,25.0
46977,32257,2025-01-28,Processing,Processing,25714,United States,Menlo Park,3374,Lindy Bop 'Bonnie' Black Polka Dot Vintage 1950'S Rockabilly Pinup Halter Party Swing Dress,Dresses,Lindy Bop,46.9900016784668
1403,940,2025-01-28,Shipped,Shipped,751,China,Shanghai,24799,Goodhew Men's Milan Sock,Socks,Goodhew,32.450000762939453
120647,82838,2025-01-28,Complete,Complete,66184,United Kingdom,Market Harborough,20095,Gold Series Continuous Comfort Blazer,Suits & Sport Coats,CasualMale,178.0
120648,82838,2025-01-28,Complete,Complete,66184,United Kingdom,Market Harborough,24706,Wigwam Mens Everyday Fusion Sock,Socks,Wigwam,13.029999732971191
120649,82838,2025-01-28,Complete,Complete,66184,United Kingdom,Market Harborough,28599,Dickies Men's 9 Inch Knit Beanie,Accessories,Dickies,5.9899997711181641
120650,82838,2025-01-28,Complete,Complete,66184,United Kingdom,Market Harborough,19002,Calvin Klein Jeans Men's Marled Mixed Long-Sleeve Rib Sweater,Sweaters,Calvin Klein Jeans,49.9900016784668
44473,30550,2025-01-28,Complete,Complete,24378,Brasil,Lucas do Rio Verde,19,Billabong Aussies T-Shirt - Short-Sleeve - Women's,Tops & Tees,Billabong,22.5
66578,45719,2025-01-28,Processing,Processing,36489,United Kingdom,Cambridge,24367,Marc New York by Andrew Marc Men's Justin Jacket,Outerwear & Coats,Marc New York by Andrew Marc,125.3000030517578
125172,85948,2025-01-28,Complete,Complete,68647,Spain,Madrid,18361,Columbia Men's Hart Mountain II Crew Shirt,Active,Columbia,49.950000762939446
125173,85948,2025-01-28,Complete,Complete,68647,Spain,Madrid,28870,Ray-Ban 3211  Sunglasses,Accessories,Ray-Ban,93.8199996948242
156346,107370,2025-01-28,Complete,Complete,85962,China,Dalian,11910,Bslingerie Womens Green Gold & Black Ribbon Brocade Boned Corset,Intimates,Bslingerie,19.989999771118164
53343,36601,2025-01-28,Processing,Processing,29237,Brasil,Santana do Ipanema,6489,Jones New York Women's Petite Bermuda Short,Shorts,Jones New York,25.0
2225,1522,2025-01-28,Processing,Processing,1214,United States,Town 'n' Country,26415,Rated M Men's 2-Pack Brief,Underwear,Rated M,26.5
80773,55500,2025-01-28,Complete,Complete,44302,Brasil,Ribeirão Preto,19177,LINCS DC &Co Men's Merino Tipped Vest,Sweaters,LINCS DC & Co,77.0
142184,97590,2025-01-28,Cancelled,Cancelled,78059,United States,Fresno,17856,ililily Double-layer Cotton 100% Crew Neck Sweatshirt Contrast Design on Neck and Sleeves Pullover (tshirts-035),Fashion Hoodies & Sweatshirts,ililily,21.989999771118164
21170,14537,2025-01-28,Shipped,Shipped,11701,China,Hangzhou,28625,Oakley Men's GasCan Polarized Sunglasses,Accessories,Oakley,127.55999755859376
147028,100966,2025-01-28,Cancelled,Cancelled,80820,South Korea,Seoul,12855,Seafolly Women's Seaview Tie Front Halter Maillot,Swim,Seafolly,161.0
147029,100966,2025-01-28,Cancelled,Cancelled,80820,South Korea,Seoul,3659,BB Dakota Juniors Parley,Dresses,BB Dakota,95.0
44019,30244,2025-01-28,Shipped,Shipped,24129,China,Dali Bai Autonomous Prefecture,19002,Calvin Klein Jeans Men's Marled Mixed Long-Sleeve Rib Sweater,Sweaters,Calvin Klein Jeans,49.9900016784668
12774,8740,2025-01-28,Complete,Complete,7027,China,Weihai,16888,Dakota Grizzly Men's Landon Shirt,Tops & Tees,Dakota Grizzly,29.399999618530277
12775,8740,2025-01-28,Complete,Complete,7027,China,Weihai,26288,Diesel Men's Blade Underpants,Underwear,Diesel,25.0
89106,61223,2025-01-28,Shipped,Shipped,48906,China,Zibo,25743,Underworks Cotton Concealer Compression Muscle Shirt Top,Underwear,Underworks,39.9900016784668
89107,61223,2025-01-28,Shipped,Shipped,48906,China,Zibo,24301,Ed Hardy Mens Born Free Quilted Jacket - Black,Outerwear & Coats,Ed Hardy,49.9900016784668
89108,61223,2025-01-28,Shipped,Shipped,48906,China,Zibo,17723,Brave Soul Mens Plain Hooded Casual Wear Jumper/Hoodie (4 Colours),Fashion Hoodies & Sweatshirts,Brave Soul,19.450000762939453
60585,41554,2025-01-28,Shipped,Shipped,33196,Germany,Nordhorn,4993,Wrangler Womens Western Low Rise Jean,Jeans,Wrangler,49.9900016784668
60586,41554,2025-01-28,Shipped,Shipped,33196,Germany,Nordhorn,14771,Sweet Mommy Stretch Lace Nursing Bra,Maternity,Sweet Mommy,32.0
131421,90234,2025-01-28,Shipped,Shipped,72096,China,Shenzhen,8124,Evan Picone Water Color Pant Suit,Suits,Evan Picone,106.8000030517578
131422,90234,2025-01-28,Shipped,Shipped,72096,China,Shenzhen,192,Hanes Ladies Moisture Wicking Performance T-Shirt,Tops & Tees,Hanes,19.989999771118164
102158,70211,2025-01-28,Complete,Complete,56117,China,Tianshui,17038,Â Â Exclusive Hawaiian Tropic Sunset In Paradise Aloha Shirt,Tops & Tees,WinnieFashion,21.799999237060547
102159,70211,2025-01-28,Complete,Complete,56117,China,Tianshui,22861,Nautica Men's Belted Cargo Shorts,Shorts,Nautica,39.9900016784668
102160,70211,2025-01-28,Complete,Complete,56117,China,Tianshui,28596,Ray Ban 4057 Sidestreet,Accessories,Ray-Ban,114.9499969482422
102161,70211,2025-01-28,Complete,Complete,56117,China,Tianshui,18738,Icebreaker Men's Relaxed Boxer with Fly,Active,Icebreaker,45.0
120133,82486,2025-01-28,Complete,Complete,65902,South Korea,Ansan City,28716,Ray-Ban RB3407 Outdoorsman II Sunglasses,Accessories,Ray-Ban,98.75
147961,101592,2025-01-28,Returned,Returned,81348,China,Hefei,12736,Seafolly Women's Goddess Boyleg Maillot,Swim,Seafolly,141.60000610351562
44254,30395,2025-01-28,Returned,Returned,24257,United States,Brookline,2405,Juicy Couture Perfume Pink Velour Zip Solid Hoodie,Fashion Hoodies & Sweatshirts,Juicy Couture,79.989997863769531
44255,30395,2025-01-28,Returned,Returned,24257,United States,Brookline,2869,Paradox Women's Zip Neck Performance Base layer Top,Active,Paradox,29.989999771118164
44256,30395,2025-01-28,Returned,Returned,24257,United States,Brookline,13747,Maui Jim Ho'okipa Sunglasses,Accessories,Maui Jim,159.0
163177,112126,2025-01-28,Cancelled,Cancelled,89813,Brasil,Franca,25388,Duofold Men's Midweight L/S Crew With Moisture Wicking,Underwear,Duofold,25.0
97114,66723,2025-01-28,Cancelled,Cancelled,53346,United States,Plano,5552,Sutton Studio Stretch Straight Leg Pant,Pants & Capris,Sutton Studio,98.0199966430664
8107,5511,2025-01-28,Processing,Processing,4433,United States,Greensboro,27296,Hugo Boss Men'sSleepwear Jersey Modal L/S Crew,Sleep & Lounge,HUGO BOSS,45.0
47270,32460,2025-01-28,Returned,Returned,25894,Brasil,Presidente Epitácio,26748,Nautica Men's Woven Windowpane Pant,Sleep & Lounge,Nautica,25.0
34199,23465,2025-01-28,Cancelled,Cancelled,18755,Germany,Soltau,15395,Retractable Colorful Rhinestone Lanyards with Breakaway Feature ID Badge Holder & Key Chain,Plus,Coloriffics,2.6700000762939453
70463,48400,2025-01-28,Complete,Complete,38626,Australia,Sydney,20521,Unisex Stain Release Vest,Suits & Sport Coats,Fame Fabrics,16.989999771118164
5657,3832,2025-01-28,Complete,Complete,3069,Spain,San Fernando de Henares,12243,Metallic G-String,Intimates,Roma Costume,8.9499998092651367
32676,22416,2025-01-28,Shipped,Shipped,17926,Spain,Tres Cantos,4708,Royal Bones Rose Lace Split Leg Skinny Jeans,Jeans,Hot Topic,23.979999542236328
144378,99134,2025-01-28,Complete,Complete,79345,Australia,Wollongong,26062,Ed Hardy Men's Love Kills Slowly 2 Pack Boxer Brief,Underwear,Ed Hardy,14.989999771118164
105845,72711,2025-01-28,Complete,Complete,58072,United States,McHenry,11386,Velrose Snip-it 26 Culotte Slip (2402),Intimates,Velrose,18.5
105846,72711,2025-01-28,Complete,Complete,58072,United States,McHenry,9572,Calvin Klein Womens Essentials With Satin Sleep V-neck Convertible Sleep Chemise,Sleep & Lounge,Calvin Klein,42.0
109594,75275,2025-01-28,Complete,Complete,60125,United States,Mesa,13572,Karla Colletto Grommets One Piece Plunge,Swim,Karla Colletto,258.0
15848,10828,2025-01-28,Shipped,Shipped,8717,United Kingdom,London,3770,Baby Doll Long Sleeve Twisted Scoop Neck Dress,Dresses,Kavio,31.989999771118164
15849,10828,2025-01-28,Shipped,Shipped,8717,United Kingdom,London,391,Patty Women Sexy Cross Back Necklace Hippie Top Cami,Tops & Tees,Patty,32.9900016784668
47745,32790,2025-01-28,Cancelled,Cancelled,26149,Brasil,Aurora do Pará,173,Columbia Sportswear Women's Bahama Short Sleeve Shirt,Tops & Tees,Columbia,55.0
47746,32790,2025-01-28,Cancelled,Cancelled,26149,Brasil,Aurora do Pará,7999,Plus Size White Night Sky Top,Blazers & Jackets,Alex Evenings,124.98999786376952
14504,9900,2025-01-28,Complete,Complete,7954,China,Nanjing,21626,Greystone Tall Relaxed Fit Jean,Jeans,COPEN SPORTSWEAR,39.9900016784668
14505,9900,2025-01-28,Complete,Complete,7954,China,Nanjing,23730,Hurley Men's Stec Jacket,Outerwear & Coats,Hurley,109.5
48514,33310,2025-01-28,Complete,Complete,26577,United States,East Los Angeles,2327,Tokidoki Stella Hoodie Junior,Fashion Hoodies & Sweatshirts,Tokidoki,66.5
48515,33310,2025-01-28,Complete,Complete,26577,United States,East Los Angeles,4165,Rocawear Halter Belted Romper,Jumpsuits & Rompers,Rocawear,56.880001068115234
72557,49865,2025-01-28,Returned,Returned,39820,Brasil,Baturité,18314,Smartwool Men's Granite Creek Crew Neck Sweater,Active,SmartWool,112.86000061035156
72558,49865,2025-01-28,Returned,Returned,39820,Brasil,Baturité,17833,Ed Hardy Mens Love Kills Slowly Hoodie - Black,Fashion Hoodies & Sweatshirts,Ed Hardy,39.9900016784668
67761,46556,2025-01-28,Returned,Returned,37154,Japan,Sayama City,10461,NIKE Women's Pro Combat Compression Dri-Fit Training Sports Bra-Blue/Gray,Intimates,Nike,32.979999542236328
159093,109313,2025-01-28,Cancelled,Cancelled,87554,China,Dandong,28350,Carhartt Men's Billfold Wallet,Accessories,Carhartt,29.989999771118164
159094,109313,2025-01-28,Cancelled,Cancelled,87554,China,Dandong,18484,Champion Men's Double Dry Fitted Muscle Tee,Active,Champion,20.0
159095,109313,2025-01-28,Cancelled,Cancelled,87554,China,Dandong,23111,Metal Mulisha Men's Calibrated,Shorts,Metal Mulisha,52.0
